Shipment_ID,Region,Transport_Mode,Priority,Distance_km,Shipment_Volume_kg,Traffic_Index,Weather_Risk_Index,Warehouse_Load_pct,Vehicle_Utilization_pct,Daily_Orders,Delivery_Time_days,Transportation_Cost,Promised_Days,Late_Flag
SHP1251,East,Road,Express,319.1,485.6,45.5,24.0,48.2,63.8,275,8.52,323.17,3.5,1
SHP1252,West,Road,Standard,342.1,226.2,50.6,12.0,91.4,89.4,224,7.27,377.95,5.0,1
SHP1253,South,Air,Express,62.8,532.5,75.7,16.7,72.9,81.3,259,4.88,293.87,3.5,1
SHP1254,North,Air,Express,308.6,449.9,41.8,11.1,62.1,67.3,191,4.97,441.01,3.5,1
SHP1255,North,Road,Standard,346.3,182.5,53.9,27.9,54.9,70.7,209,8.13,341.0,5.0,1
SHP1256,East,Road,Standard,262.4,561.2,58.3,20.5,60.9,70.8,167,9.46,290.43,5.0,1
SHP1257,West,Rail,Standard,102.1,715.1,83.1,20.9,51.3,72.4,269,9.49,263.27,5.0,1
SHP1258,North,Air,Standard,173.2,530.3,49.6,28.9,80.4,77.7,165,5.32,362.33,5.0,1
SHP1259,North,Road,Express,468.2,594.0,72.3,27.3,57.1,100.0,307,9.08,478.56,3.5,1
SHP1260,East,Road,Standard,439.8,392.8,77.2,24.1,83.3,74.3,189,10.83,439.89,5.0,1
SHP1261,North,Rail,Express,315.8,130.8,53.9,6.6,62.4,80.0,211,12.24,379.62,3.5,1
SHP1262,West,Rail,Standard,358.5,103.4,51.2,12.4,53.4,51.8,259,12.25,392.54,5.0,1
SHP1263,South,Rail,Standard,411.8,418.3,49.1,10.0,62.0,66.2,212,12.68,444.45,5.0,1
SHP1264,North,Road,Standard,313.8,291.2,50.4,23.8,31.3,86.7,191,9.22,279.11,5.0,1
SHP1265,West,Road,Standard,461.0,242.8,70.4,19.4,66.3,76.8,208,6.97,462.4,5.0,1
SHP1266,North,Air,Standard,452.7,370.6,59.2,6.9,65.6,40.0,268,5.06,584.89,5.0,1
SHP1267,South,Air,Standard,700.0,472.3,59.2,16.5,79.5,80.1,167,10.99,764.46,5.0,1
SHP1268,North,Rail,Standard,177.7,162.1,34.7,6.0,41.6,95.0,202,5.64,287.71,5.0,1
SHP1269,North,Road,Express,179.7,312.7,37.6,17.6,84.3,48.0,211,6.19,203.04,3.5,1
SHP1270,North,Road,Standard,23.1,606.5,93.6,4.8,79.5,90.2,266,7.44,235.59,5.0,1
SHP1271,North,Rail,Express,300.8,218.7,51.8,22.2,85.5,40.0,204,11.74,403.74,3.5,1
SHP1272,North,Road,Standard,641.8,510.5,41.1,21.0,67.3,83.3,328,10.61,582.8,5.0,1
SHP1273,North,Air,Standard,480.7,307.3,80.8,33.3,82.2,71.9,200,10.62,597.13,5.0,1
SHP1274,East,Road,Standard,383.0,461.9,60.1,24.8,47.4,43.8,195,10.88,318.39,5.0,1
SHP1275,East,Rail,Standard,498.5,544.6,65.4,14.6,78.0,77.4,199,14.0,555.56,5.0,1
SHP1276,South,Air,Standard,322.3,491.2,52.5,24.5,57.2,85.8,124,6.34,512.32,5.0,1
SHP1277,South,Road,Standard,204.5,516.4,49.3,6.8,44.9,76.4,143,9.16,240.71,5.0,1
SHP1278,South,Road,Express,700.0,207.3,51.9,10.3,52.3,79.0,176,10.28,630.23,3.5,1
SHP1279,West,Road,Standard,309.2,547.0,30.1,20.7,68.1,67.1,284,11.19,292.26,5.0,1
SHP1280,West,Road,Standard,447.4,252.1,53.4,0.7,56.5,49.7,208,7.86,406.3,5.0,1
SHP1281,North,Road,Standard,36.4,418.9,60.3,17.7,73.3,80.3,178,7.46,175.48,5.0,1
SHP1282,North,Road,Standard,43.5,418.7,88.3,9.8,42.7,93.0,290,6.0,148.11,5.0,1
SHP1283,North,Air,Standard,268.9,452.8,56.5,18.8,38.2,85.6,311,5.64,469.8,5.0,1
SHP1284,North,Road,Standard,135.5,430.5,13.0,9.4,87.2,48.1,292,8.51,220.65,5.0,1
SHP1285,East,Road,Standard,283.2,253.4,53.3,21.4,80.7,53.8,155,9.79,316.85,5.0,1
SHP1286,South,Road,Standard,179.6,177.5,95.0,18.2,53.3,61.8,178,4.45,316.02,5.0,0
SHP1287,North,Road,Express,700.0,510.9,70.6,29.2,68.0,52.9,328,7.98,662.31,3.5,1
SHP1288,South,Road,Standard,428.1,407.9,40.4,18.1,82.3,72.5,226,12.8,405.15,5.0,1
SHP1289,East,Road,Express,524.6,552.4,65.6,11.9,73.9,76.7,193,12.62,419.41,3.5,1
SHP1290,North,Rail,Standard,51.4,373.3,41.6,16.0,70.1,54.8,257,11.69,144.29,5.0,1
SHP1291,West,Road,Standard,380.2,169.2,30.6,7.2,83.3,81.3,275,8.73,377.1,5.0,1
SHP1292,North,Air,Express,219.2,524.9,48.7,21.2,57.8,79.2,173,2.2,382.49,3.5,0
SHP1293,West,Road,Standard,530.1,324.4,56.6,22.7,68.4,65.4,224,10.17,472.83,5.0,1
SHP1294,North,Road,Express,350.0,431.3,21.3,37.8,67.8,69.9,270,7.93,347.72,3.5,1
SHP1295,West,Rail,Standard,238.3,282.9,34.3,13.0,64.2,48.6,135,7.68,349.95,5.0,1
SHP1296,West,Air,Standard,109.8,626.6,55.2,15.9,62.5,68.0,211,7.23,353.67,5.0,1
SHP1297,West,Road,Express,265.9,248.5,47.7,13.4,69.0,72.1,138,9.07,269.85,3.5,1
SHP1298,West,Road,Standard,462.4,329.4,62.1,19.7,68.5,74.0,146,10.42,441.62,5.0,1
SHP1299,West,Road,Standard,546.6,396.1,33.1,21.1,53.3,76.5,173,9.6,490.61,5.0,1
SHP1300,East,Road,Standard,196.4,216.2,67.9,17.6,79.2,74.9,241,7.65,256.11,5.0,1
SHP1301,West,Road,Standard,700.0,429.6,33.7,26.7,54.3,68.8,189,13.81,621.67,5.0,1
SHP1302,North,Road,Express,442.9,621.8,84.6,13.1,64.9,75.4,168,9.01,438.5,3.5,1
SHP1303,East,Road,Standard,137.4,306.4,24.1,25.9,63.9,84.0,213,7.28,191.18,5.0,1
SHP1304,South,Road,Standard,117.1,439.3,35.3,22.3,73.0,70.9,135,8.02,206.18,5.0,1
SHP1305,West,Air,Express,227.5,80.0,62.5,17.9,38.3,75.8,238,2.36,416.37,3.5,0
SHP1306,South,Rail,Standard,196.1,374.2,85.0,15.5,80.5,69.8,284,12.14,349.78,5.0,1
SHP1307,South,Road,Express,323.7,333.0,60.7,37.4,58.5,64.2,205,6.29,353.26,3.5,1
SHP1308,East,Road,Standard,249.9,257.2,65.1,11.5,85.1,78.3,197,11.48,325.28,5.0,1
SHP1309,South,Road,Standard,206.4,542.2,55.3,20.4,61.3,65.3,234,8.58,281.73,5.0,1
SHP1310,North,Road,Express,82.9,331.1,36.5,12.0,67.3,76.6,78,5.63,175.65,3.5,1
SHP1311,South,Rail,Standard,356.0,353.4,46.2,32.3,94.8,72.3,245,13.06,370.92,5.0,1
SHP1312,South,Air,Standard,77.7,323.4,33.2,25.1,64.1,68.4,412,5.85,293.43,5.0,1
SHP1313,North,Air,Standard,443.7,92.5,32.0,12.6,85.3,68.1,202,6.29,593.42,5.0,1
SHP1314,South,Air,Express,56.4,210.2,62.2,22.1,68.5,65.9,202,5.03,343.16,3.5,1
SHP1315,South,Air,Express,74.3,524.2,34.8,20.1,73.8,52.3,258,3.04,289.88,3.5,0
SHP1316,South,Air,Standard,137.0,80.0,60.8,13.9,69.0,76.6,317,5.53,373.54,5.0,1
SHP1317,South,Road,Standard,185.4,265.1,31.6,24.1,79.9,74.8,273,8.56,141.01,5.0,1
SHP1318,East,Road,Express,162.2,320.0,60.3,21.1,58.4,82.2,70,6.34,217.12,3.5,1
SHP1319,South,Road,Standard,184.9,641.5,46.2,19.7,54.2,65.6,247,5.68,291.27,5.0,1
SHP1320,West,Road,Standard,286.4,495.3,80.3,17.7,59.1,94.7,377,8.56,344.91,5.0,1
SHP1321,West,Road,Standard,139.1,296.4,60.8,21.4,69.4,67.4,250,8.42,224.75,5.0,1
SHP1322,South,Rail,Standard,287.9,575.7,77.2,19.8,64.9,61.5,135,11.32,281.41,5.0,1
SHP1323,South,Road,Express,36.9,268.9,41.4,18.5,77.9,60.1,228,5.21,118.41,3.5,1
SHP1324,East,Road,Express,135.6,531.4,56.0,12.9,86.3,51.2,127,7.63,238.71,3.5,1
SHP1325,West,Road,Standard,71.6,176.2,37.3,31.6,54.3,90.4,290,5.46,163.26,5.0,1
SHP1326,East,Road,Standard,440.9,541.0,47.6,9.6,57.7,88.5,148,8.71,461.02,5.0,1
SHP1327,West,Road,Standard,151.4,319.1,50.3,21.4,47.9,79.2,215,6.07,213.4,5.0,1
SHP1328,East,Air,Standard,343.5,225.7,41.9,15.4,96.4,61.2,154,10.48,492.97,5.0,1
SHP1329,East,Road,Standard,62.0,347.4,33.1,32.1,72.3,93.7,174,5.76,99.43,5.0,1
SHP1330,South,Rail,Standard,541.7,421.6,29.6,10.8,74.7,67.8,307,13.39,500.99,5.0,1
SHP1331,East,Road,Standard,258.5,305.8,12.9,12.1,49.2,68.8,217,5.96,215.03,5.0,1
SHP1332,North,Road,Standard,690.0,463.1,36.0,10.2,68.0,89.2,174,12.99,517.41,5.0,1
SHP1333,East,Road,Standard,241.3,292.6,66.3,20.6,75.1,79.9,136,9.32,256.83,5.0,1
SHP1334,West,Rail,Standard,83.7,473.1,26.2,7.0,64.5,98.4,88,5.33,249.34,5.0,1
SHP1335,North,Rail,Standard,124.5,446.3,30.4,14.2,83.1,75.0,129,9.02,217.1,5.0,1
SHP1336,East,Road,Standard,210.4,370.9,87.2,0.8,100.0,67.2,217,8.64,304.67,5.0,1
SHP1337,North,Air,Express,127.8,313.8,43.5,19.9,54.7,64.7,274,1.97,340.38,3.5,0
SHP1338,East,Road,Express,416.9,402.7,60.8,14.0,53.7,49.8,174,7.07,352.64,3.5,1
SHP1339,North,Air,Express,253.9,462.5,66.6,6.1,55.7,68.7,312,3.46,505.76,3.5,0
SHP1340,West,Road,Standard,128.9,689.3,66.9,26.7,90.5,85.7,163,9.78,164.75,5.0,1
SHP1341,North,Road,Express,381.6,520.9,27.6,7.5,82.6,79.2,195,6.46,348.58,3.5,1
SHP1342,West,Rail,Standard,193.4,526.4,50.8,24.4,66.1,72.2,140,10.04,294.34,5.0,1
SHP1343,West,Road,Standard,371.9,843.3,25.9,12.4,68.5,60.1,274,7.89,385.65,5.0,1
SHP1344,East,Road,Standard,174.5,457.4,95.0,30.8,56.6,74.7,346,11.4,258.88,5.0,1
SHP1345,West,Road,Standard,330.1,452.7,26.3,24.0,80.5,84.2,95,6.42,263.72,5.0,1
SHP1346,West,Road,Standard,189.2,485.6,36.1,9.9,62.7,77.2,187,6.46,214.87,5.0,1
SHP1347,West,Rail,Standard,416.9,228.7,36.3,10.7,64.4,74.0,292,11.22,392.53,5.0,1
SHP1348,South,Air,Express,63.1,313.4,28.1,22.8,76.5,62.4,116,6.79,273.32,3.5,1
SHP1349,East,Air,Standard,103.6,304.1,79.3,15.9,65.4,82.4,247,7.59,407.57,5.0,1
SHP1350,North,Road,Standard,222.1,477.1,95.0,16.6,64.7,40.0,289,8.77,275.29,5.0,1
SHP1351,East,Road,Standard,155.9,353.9,46.4,28.2,68.1,76.6,215,9.73,232.79,5.0,1
SHP1352,North,Road,Standard,185.6,400.7,31.2,12.0,79.1,100.0,246,10.41,236.9,5.0,1
SHP1353,East,Road,Standard,351.9,543.1,14.7,18.7,91.1,53.9,324,8.94,371.03,5.0,1
SHP1354,East,Road,Standard,183.2,509.5,50.6,25.6,76.2,69.1,337,8.76,248.45,5.0,1
SHP1355,South,Air,Standard,293.9,355.7,49.3,24.5,79.2,71.9,206,7.6,506.51,5.0,1
SHP1356,East,Air,Express,135.0,279.5,43.3,16.7,65.2,66.4,175,3.91,355.09,3.5,1
SHP1357,West,Rail,Express,52.6,550.3,59.0,15.7,58.1,84.4,150,5.46,224.35,3.5,1
SHP1358,West,Road,Standard,370.6,496.1,62.1,4.1,77.2,77.7,274,7.38,337.61,5.0,1
SHP1359,South,Road,Standard,609.7,139.1,60.8,9.6,70.4,73.8,121,13.79,439.66,5.0,1
SHP1360,East,Road,Express,276.3,333.0,49.3,20.5,48.1,81.6,194,5.12,318.81,3.5,1
SHP1361,West,Road,Express,229.5,404.8,35.2,16.9,63.4,72.2,217,5.22,280.08,3.5,1
SHP1362,North,Road,Standard,259.4,496.8,67.0,18.6,66.8,100.0,177,9.75,335.65,5.0,1
SHP1363,North,Road,Express,500.6,516.5,55.2,26.3,60.9,73.8,228,9.26,455.14,3.5,1
SHP1364,North,Road,Express,278.3,422.6,71.0,8.5,88.7,74.3,377,7.01,383.49,3.5,1
SHP1365,East,Air,Express,380.8,467.8,69.2,16.1,74.7,51.5,202,6.16,545.91,3.5,1
SHP1366,South,Road,Standard,371.4,389.6,29.4,19.5,87.2,65.5,182,9.88,370.15,5.0,1
SHP1367,West,Air,Standard,436.7,278.9,29.2,12.4,71.7,85.8,276,6.13,574.41,5.0,1
SHP1368,East,Road,Standard,226.5,340.8,41.4,29.5,69.1,56.0,226,9.99,325.19,5.0,1
SHP1369,South,Road,Standard,173.0,382.8,36.0,25.3,54.9,46.1,304,6.32,214.99,5.0,1
SHP1370,West,Road,Standard,332.2,374.8,68.6,20.3,68.2,72.4,221,10.22,340.41,5.0,1
SHP1371,West,Road,Standard,419.6,97.2,61.3,32.4,68.2,88.4,194,9.6,348.4,5.0,1
SHP1372,South,Road,Standard,464.3,320.4,74.8,6.0,48.9,72.5,94,10.13,509.98,5.0,1
SHP1373,South,Road,Standard,534.8,388.4,62.1,17.9,60.4,68.0,105,13.3,510.72,5.0,1
SHP1374,South,Air,Express,398.5,337.8,58.8,20.9,63.5,49.7,91,6.07,573.33,3.5,1
SHP1375,North,Road,Standard,167.0,343.0,76.6,10.7,73.8,77.4,235,6.88,365.41,5.0,1
SHP1376,North,Road,Standard,276.1,453.2,63.5,20.4,74.5,79.9,121,7.76,336.18,5.0,1
SHP1377,West,Road,Express,261.9,218.2,56.2,9.1,59.9,50.6,292,6.13,250.12,3.5,1
SHP1378,South,Road,Express,245.3,135.8,81.6,23.5,74.6,85.6,212,7.66,295.87,3.5,1
SHP1379,South,Road,Express,332.6,327.8,57.1,26.5,65.5,81.2,194,6.83,316.46,3.5,1
SHP1380,East,Road,Express,214.0,494.6,49.5,20.2,30.0,85.6,155,2.95,258.43,3.5,0
SHP1381,East,Air,Express,214.2,633.1,39.9,3.2,61.2,79.0,250,4.32,417.3,3.5,1
SHP1382,West,Rail,Standard,630.3,497.3,67.7,10.3,83.1,79.8,158,14.0,586.27,5.0,1
SHP1383,West,Rail,Standard,233.7,159.8,77.3,22.5,44.5,78.2,146,9.34,278.5,5.0,1
SHP1384,South,Road,Standard,435.0,345.1,54.1,18.2,69.6,82.4,287,12.7,474.19,5.0,1
SHP1385,South,Road,Standard,449.1,418.5,78.5,0.0,90.2,50.2,233,14.0,464.55,5.0,1
SHP1386,West,Air,Express,280.6,406.6,19.5,27.9,57.4,54.0,195,5.33,437.87,3.5,1
SHP1387,East,Road,Standard,219.3,460.9,54.0,19.1,68.0,63.2,252,11.73,304.62,5.0,1
SHP1388,West,Road,Standard,138.7,242.4,54.3,11.4,49.7,70.4,211,7.06,227.98,5.0,1
SHP1389,North,Road,Standard,76.8,389.7,41.9,26.0,90.8,76.7,235,10.0,176.06,5.0,1
SHP1390,West,Rail,Standard,346.3,443.0,95.0,12.6,66.8,75.9,157,14.0,459.31,5.0,1
SHP1391,East,Rail,Standard,307.2,503.9,53.8,12.5,68.7,85.4,345,14.0,379.71,5.0,1
SHP1392,North,Rail,Standard,375.5,259.1,47.7,20.9,87.0,85.8,172,12.86,425.93,5.0,1
SHP1393,East,Rail,Express,180.1,328.2,55.5,32.2,77.3,61.5,311,10.44,306.78,3.5,1
SHP1394,East,Road,Standard,665.5,80.0,18.9,31.0,55.7,74.9,198,12.33,534.68,5.0,1
SHP1395,North,Air,Express,322.9,286.8,41.3,20.9,58.9,61.8,262,4.96,479.82,3.5,1
SHP1396,South,Road,Standard,228.4,301.3,72.7,21.7,74.9,69.7,258,10.53,345.89,5.0,1
SHP1397,West,Rail,Standard,49.9,227.1,43.7,24.3,59.3,75.9,285,6.88,159.02,5.0,1
SHP1398,South,Road,Standard,193.0,404.8,40.1,7.9,38.4,40.0,155,6.84,258.25,5.0,1
SHP1399,South,Air,Express,385.6,371.6,78.6,23.2,67.3,100.0,280,3.78,582.82,3.5,1
SHP1400,South,Road,Standard,527.2,80.0,79.1,12.1,47.3,78.8,330,14.0,467.76,5.0,1
SHP1401,South,Road,Express,250.4,412.3,64.3,20.5,90.6,64.9,193,8.06,277.52,3.5,1
SHP1402,West,Road,Standard,574.8,240.8,46.8,16.2,70.5,95.1,212,11.02,488.87,5.0,1
SHP1403,West,Road,Standard,131.7,452.9,50.7,22.0,55.3,67.8,176,8.5,197.88,5.0,1
SHP1404,North,Road,Express,312.6,187.7,40.5,18.9,58.2,73.6,187,6.92,263.3,3.5,1
SHP1405,West,Rail,Standard,317.6,384.5,37.1,0.0,41.5,66.2,321,11.74,337.73,5.0,1
SHP1406,West,Road,Standard,347.9,337.5,36.2,19.4,52.6,91.8,145,5.45,352.0,5.0,1
SHP1407,South,Air,Express,271.0,425.5,43.9,23.1,82.2,70.7,149,9.5,506.44,3.5,1
SHP1408,West,Road,Standard,302.8,398.7,36.4,21.6,99.2,73.8,315,11.16,334.95,5.0,1
SHP1409,North,Rail,Standard,129.6,341.7,26.9,17.2,78.2,86.4,251,9.39,130.12,5.0,1
SHP1410,West,Road,Standard,499.3,149.6,58.9,31.1,66.7,79.0,348,13.07,478.27,5.0,1
SHP1411,East,Rail,Standard,411.2,158.4,59.2,20.5,62.0,71.3,181,11.17,412.1,5.0,1
SHP1412,East,Road,Express,295.9,292.4,85.6,21.5,54.6,85.3,218,7.99,365.22,3.5,1
SHP1413,North,Road,Express,416.6,378.8,43.0,26.4,96.8,100.0,167,10.79,397.31,3.5,1
SHP1414,West,Air,Standard,508.2,288.8,60.3,20.9,65.4,75.8,219,5.71,623.99,5.0,1
SHP1415,North,Road,Express,345.0,473.8,60.6,10.8,97.6,73.4,95,8.89,366.64,3.5,1
SHP1416,North,Road,Standard,700.0,338.1,50.4,0.0,87.5,74.0,255,13.58,594.2,5.0,1
SHP1417,North,Rail,Standard,361.4,235.2,68.4,14.2,43.6,87.7,231,13.67,457.27,5.0,1
SHP1418,West,Rail,Standard,143.4,338.3,69.0,24.1,58.7,64.8,206,6.86,267.49,5.0,1
SHP1419,North,Road,Express,287.3,413.9,60.9,15.2,58.6,68.7,185,9.22,365.95,3.5,1
SHP1420,West,Road,Standard,425.7,428.7,50.4,24.4,66.9,53.6,152,8.78,446.32,5.0,1
SHP1421,East,Air,Standard,508.4,661.8,48.6,19.2,67.2,57.8,257,10.07,664.19,5.0,1
SHP1422,North,Rail,Standard,274.3,279.7,30.4,28.3,100.0,65.8,134,9.43,256.74,5.0,1
SHP1423,North,Air,Express,136.0,369.0,40.5,15.6,52.9,71.3,243,1.54,403.29,3.5,0
SHP1424,North,Road,Standard,216.5,443.9,43.8,21.7,71.2,93.2,345,8.96,250.01,5.0,1
SHP1425,East,Rail,Standard,97.9,376.5,34.8,22.0,76.6,78.4,307,8.95,233.64,5.0,1
SHP1426,West,Road,Express,382.5,304.9,62.9,30.0,68.0,61.1,112,8.77,354.44,3.5,1
SHP1427,North,Air,Standard,191.5,147.6,76.5,4.3,69.5,63.3,175,4.87,380.72,5.0,0
SHP1428,West,Road,Standard,158.4,303.4,38.7,14.3,53.4,88.5,237,4.07,283.38,5.0,0
SHP1429,North,Rail,Standard,403.6,218.9,60.1,24.8,69.5,85.5,205,11.19,397.08,5.0,1
SHP1430,West,Road,Standard,568.5,121.0,36.4,30.4,75.2,72.3,119,10.94,521.08,5.0,1
SHP1431,West,Road,Standard,158.0,260.6,49.5,19.9,72.6,66.7,235,6.73,225.47,5.0,1
SHP1432,West,Rail,Express,275.4,222.9,42.6,15.7,76.0,85.5,209,8.34,313.13,3.5,1
SHP1433,East,Road,Standard,222.0,467.6,65.8,24.1,87.8,60.1,334,12.15,289.37,5.0,1
SHP1434,West,Air,Standard,521.4,470.2,42.8,24.9,81.1,76.7,194,10.55,588.41,5.0,1
SHP1435,North,Road,Express,237.6,244.4,73.2,15.1,69.0,99.3,286,6.29,295.43,3.5,1
SHP1436,North,Rail,Standard,127.5,341.0,50.6,20.6,51.6,74.5,128,6.83,203.08,5.0,1
SHP1437,North,Road,Standard,244.4,101.3,43.3,27.4,59.6,62.7,143,7.77,251.92,5.0,1
SHP1438,South,Road,Express,462.0,305.8,32.4,33.1,64.9,76.9,257,10.01,447.57,3.5,1
SHP1439,East,Road,Standard,214.2,439.8,59.6,23.9,71.5,66.4,280,7.83,287.32,5.0,1
SHP1440,East,Road,Express,168.8,503.7,71.1,18.4,61.3,55.3,148,6.03,209.6,3.5,1
SHP1441,West,Road,Express,231.2,273.0,59.9,17.6,54.9,80.4,212,4.44,310.99,3.5,1
SHP1442,North,Rail,Standard,130.3,537.8,95.0,22.5,51.4,85.4,120,9.02,293.42,5.0,1
SHP1443,East,Rail,Standard,221.8,152.6,80.7,17.1,44.9,68.3,198,9.89,302.93,5.0,1
SHP1444,North,Rail,Standard,177.0,192.9,49.5,19.5,64.7,67.5,264,10.89,291.6,5.0,1
SHP1445,South,Road,Standard,700.0,486.4,49.3,9.5,47.4,60.5,182,9.94,596.25,5.0,1
SHP1446,East,Road,Standard,59.9,630.7,63.5,28.4,54.0,70.2,194,5.55,146.72,5.0,1
SHP1447,West,Road,Standard,143.0,454.0,39.9,8.9,62.5,65.3,137,5.43,277.8,5.0,1
SHP1448,East,Rail,Express,168.7,373.9,76.0,14.5,49.3,59.9,168,8.82,293.07,3.5,1
SHP1449,North,Air,Express,130.9,80.0,61.5,18.8,73.3,94.7,324,1.87,360.9,3.5,0
SHP1450,East,Road,Express,314.3,80.0,59.6,33.9,78.4,77.6,215,8.2,312.6,3.5,1
SHP1451,North,Rail,Standard,156.2,399.4,67.4,14.6,60.3,78.9,145,8.58,320.09,5.0,1
SHP1452,West,Road,Standard,90.5,326.3,86.0,12.7,61.9,82.6,190,5.72,193.5,5.0,1
SHP1453,East,Road,Standard,261.2,214.1,58.1,13.6,75.5,81.3,106,9.31,242.57,5.0,1
SHP1454,North,Road,Standard,206.7,389.8,53.0,31.3,58.0,67.0,144,6.74,240.89,5.0,1
SHP1455,North,Road,Express,161.0,397.3,82.2,0.0,57.0,75.3,298,8.17,306.68,3.5,1
SHP1456,North,Rail,Standard,514.3,521.7,72.4,10.0,84.8,68.8,201,14.0,562.68,5.0,1
SHP1457,West,Air,Standard,320.4,400.5,49.2,39.9,80.4,77.3,333,6.88,490.26,5.0,1
SHP1458,South,Road,Express,300.1,564.3,55.1,22.7,76.4,76.1,204,8.43,387.78,3.5,1
SHP1459,West,Road,Standard,324.4,381.2,58.5,9.2,81.0,67.4,208,9.03,375.43,5.0,1
SHP1460,East,Rail,Standard,315.0,362.7,61.5,17.7,40.3,56.0,252,13.83,370.19,5.0,1
SHP1461,East,Air,Standard,213.1,539.6,30.6,18.5,87.0,73.8,70,6.1,411.34,5.0,1
SHP1462,North,Road,Standard,157.2,233.2,27.2,24.8,73.5,69.5,223,8.39,210.78,5.0,1
SHP1463,West,Road,Express,264.6,802.2,39.0,32.7,82.2,49.3,207,7.67,285.02,3.5,1
SHP1464,South,Rail,Standard,210.8,436.3,37.6,21.1,73.4,78.1,307,13.31,291.34,5.0,1
SHP1465,East,Road,Express,59.2,437.1,43.4,13.7,68.7,83.6,273,7.89,169.17,3.5,1
SHP1466,East,Air,Express,123.3,458.8,66.4,24.3,64.1,100.0,136,4.83,324.8,3.5,1
SHP1467,East,Road,Express,194.7,661.6,52.0,12.4,73.1,67.3,291,7.64,263.94,3.5,1
SHP1468,West,Rail,Standard,408.4,498.9,58.5,9.7,63.6,65.5,193,12.13,437.25,5.0,1
SHP1469,North,Road,Standard,265.2,139.2,33.0,3.9,80.2,58.7,151,7.5,308.66,5.0,1
SHP1470,South,Road,Express,139.5,590.5,46.7,5.5,45.8,74.5,223,7.79,159.79,3.5,1
SHP1471,South,Air,Standard,116.1,328.9,65.6,10.8,60.4,74.4,197,5.62,357.7,5.0,1
SHP1472,South,Road,Standard,457.3,396.1,65.7,8.6,96.6,62.3,310,11.78,430.05,5.0,1
SHP1473,North,Road,Express,219.2,188.1,42.0,20.5,59.2,69.9,232,5.26,285.75,3.5,1
SHP1474,North,Air,Standard,20.3,458.9,57.9,8.4,64.7,48.3,223,2.71,304.63,5.0,0
SHP1475,South,Air,Express,227.7,282.3,94.6,0.0,55.6,83.1,269,6.07,533.36,3.5,1
SHP1476,South,Road,Express,360.1,395.0,54.7,9.6,72.7,62.8,281,7.54,394.02,3.5,1
SHP1477,South,Road,Express,113.7,337.4,42.5,14.2,57.7,71.6,261,7.21,174.75,3.5,1
SHP1478,East,Road,Standard,253.5,668.8,51.9,13.2,65.4,54.9,302,8.27,319.25,5.0,1
SHP1479,East,Rail,Express,267.7,677.3,56.7,30.2,79.9,65.0,250,11.79,347.9,3.5,1
SHP1480,South,Road,Standard,118.4,387.0,52.3,13.1,58.2,68.6,221,9.02,233.93,5.0,1
SHP1481,South,Road,Express,480.4,389.6,54.4,25.0,79.0,71.9,291,7.22,405.49,3.5,1
SHP1482,North,Air,Express,270.4,324.0,29.0,17.8,79.5,77.8,204,7.85,414.01,3.5,1
SHP1483,East,Air,Express,194.1,545.9,37.7,17.7,82.8,89.3,212,4.98,426.88,3.5,1
SHP1484,South,Rail,Standard,220.1,330.7,52.3,11.3,70.0,80.8,322,11.22,347.82,5.0,1
SHP1485,North,Air,Standard,103.2,316.8,52.0,17.5,100.0,83.5,315,7.2,272.38,5.0,1
SHP1486,South,Rail,Standard,100.2,526.8,44.8,11.9,82.8,89.4,209,10.77,275.56,5.0,1
SHP1487,South,Rail,Standard,183.0,299.3,51.8,19.4,72.5,78.8,181,10.73,272.63,5.0,1
SHP1488,North,Rail,Standard,190.2,374.3,56.1,16.1,55.7,71.6,305,11.48,224.46,5.0,1
SHP1489,East,Road,Standard,211.4,142.8,71.0,10.4,66.6,84.1,262,9.87,165.43,5.0,1
SHP1490,East,Road,Standard,503.9,485.6,53.2,25.9,88.0,84.9,231,14.0,418.75,5.0,1
SHP1491,East,Road,Express,349.2,671.1,62.2,21.4,91.9,79.8,189,10.71,384.68,3.5,1
SHP1492,East,Rail,Express,67.0,488.2,45.3,14.4,88.7,54.5,232,12.17,200.83,3.5,1
SHP1493,East,Road,Standard,451.7,599.3,65.3,19.2,79.0,61.9,209,13.73,476.02,5.0,1
SHP1494,South,Road,Express,182.1,253.1,61.8,17.3,50.4,68.7,167,3.29,229.11,3.5,0
SHP1495,West,Road,Standard,368.3,415.4,70.6,11.1,74.8,81.4,218,13.15,353.03,5.0,1
SHP1496,East,Road,Standard,191.3,238.5,67.8,18.6,50.6,71.7,227,7.8,244.8,5.0,1
SHP1497,South,Road,Standard,260.4,345.8,65.6,13.0,47.2,85.6,186,10.35,311.32,5.0,1
SHP1498,East,Rail,Express,108.8,495.8,53.2,10.4,71.3,87.8,269,8.83,247.21,3.5,1
SHP1499,South,Air,Express,294.6,395.3,59.4,5.0,75.3,86.4,294,7.69,462.89,3.5,1
SHP1500,South,Road,Express,391.9,168.1,74.1,15.1,80.6,86.5,273,8.25,429.04,3.5,1
SHP1501,East,Road,Express,77.2,182.7,43.3,22.5,75.0,59.6,192,7.29,134.72,3.5,1
SHP1502,West,Road,Express,395.3,172.8,43.7,12.4,75.4,77.8,259,7.06,342.21,3.5,1
