order_id,order_date,region,transport_mode,distance_km,shipment_volume_kg,promised_days,delivery_time_days,delay_days,transport_cost_inr,on_time
ORD0251,2026-04-07 08:08:55,West,Air,106.0,401.3,2,1.78,-0.22,12153,1
ORD0112,2026-04-08 08:37:35,South,Road,73.4,812.0,2,1.74,-0.26,6664,1
ORD0463,2026-04-09 10:11:42,North,Air,152.4,475.4,2,2.23,0.23,10524,0
ORD0361,2026-04-09 10:53:24,North,Road,329.1,538.9,3,2.76,-0.24,12727,1
ORD0182,2026-04-09 12:10:17,North,Road,169.3,311.0,3,2.31,-0.69,3706,1
ORD0412,2026-04-09 13:49:59,West,Road,510.6,527.0,4,3.63,-0.37,19096,1
ORD0461,2026-04-09 14:39:41,North,Air,20.0,825.0,2,1.15,-0.85,6627,1
ORD0347,2026-04-09 19:12:06,West,Road,457.4,556.1,5,3.8,-1.2,16829,1
ORD0097,2026-04-10 08:49:37,West,Road,83.9,499.3,1,1.23,0.23,4548,0
ORD0283,2026-04-11 05:02:24,East,Air,376.0,701.6,4,3.51,-0.49,17841,1
ORD0341,2026-04-12 10:15:13,South,Rail,569.2,1056.3,6,5.08,-0.92,21520,1
ORD0379,2026-04-12 11:18:08,East,Rail,294.0,800.5,5,3.7,-1.3,14942,1
ORD0056,2026-04-14 04:53:06,South,Road,177.6,672.9,3,3.2,0.2,7693,0
ORD0378,2026-04-15 19:47:22,West,Air,165.2,887.8,1,1.15,0.15,11362,0
ORD0292,2026-04-15 23:31:17,East,Road,269.0,740.7,3,2.53,-0.47,11550,1
ORD0477,2026-04-16 01:49:12,North,Rail,317.6,252.9,5,3.98,-1.02,12384,1
ORD0334,2026-04-16 16:49:42,South,Air,175.7,463.8,3,2.23,-0.77,15274,1
ORD0026,2026-04-17 06:05:51,South,Road,115.2,582.2,5,3.4,-1.6,7159,1
ORD0176,2026-04-18 11:27:09,South,Rail,147.4,709.7,3,2.87,-0.13,6520,1
ORD0373,2026-04-18 14:12:05,North,Rail,189.6,100.0,3,2.29,-0.71,7973,1
ORD0035,2026-04-18 16:54:08,East,Road,115.3,339.3,3,2.89,-0.11,8106,1
ORD0414,2026-04-19 20:40:34,North,Road,133.4,502.1,3,1.99,-1.01,6364,1
ORD0150,2026-04-20 13:55:19,South,Air,218.3,431.1,3,2.08,-0.92,11145,1
ORD0453,2026-04-21 04:29:33,West,Air,95.1,377.6,2,1.81,-0.19,10839,1
ORD0011,2026-04-21 05:44:42,East,Rail,72.5,171.4,4,3.71,-0.29,3873,1
ORD0431,2026-04-21 23:19:54,North,Rail,454.5,399.7,5,3.88,-1.12,15446,1
ORD0201,2026-04-22 03:14:43,North,Road,49.7,452.5,3,2.1,-0.9,3477,1
ORD0495,2026-04-22 06:21:13,North,Road,105.2,660.9,3,1.88,-1.12,10529,1
ORD0015,2026-04-22 10:35:19,South,Road,405.5,675.1,4,2.9,-1.1,15786,1
ORD0033,2026-04-23 05:19:39,North,Rail,138.3,868.0,3,2.14,-0.86,7051,1
ORD0108,2026-04-23 06:32:24,South,Road,279.7,584.5,4,3.01,-0.99,9932,1
ORD0400,2026-04-23 20:10:36,North,Road,526.6,833.5,5,4.72,-0.28,17663,1
ORD0030,2026-04-24 05:57:13,North,Road,227.6,684.2,4,3.55,-0.45,7564,1
ORD0311,2026-04-24 08:11:52,South,Road,104.3,381.5,2,1.72,-0.28,3828,1
ORD0469,2026-04-24 14:23:16,South,Air,314.6,872.3,3,2.01,-0.99,15052,1
ORD0043,2026-04-25 11:05:50,South,Air,422.8,681.6,5,3.52,-1.48,22276,1
ORD0353,2026-04-25 16:09:31,North,Air,91.5,328.4,2,1.4,-0.6,9419,1
ORD0169,2026-04-25 16:41:49,North,Road,238.5,635.0,4,3.52,-0.48,12512,1
ORD0009,2026-04-26 06:16:54,West,Road,139.4,293.0,3,2.63,-0.37,4372,1
ORD0493,2026-04-26 10:03:21,North,Road,34.4,707.1,2,1.47,-0.53,2726,1
ORD0103,2026-04-26 10:16:46,North,Road,131.1,571.7,2,2.25,0.25,9041,0
ORD0427,2026-04-26 20:13:25,North,Road,20.0,937.8,3,1.9,-1.1,2248,1
ORD0344,2026-04-27 06:57:33,West,Road,100.4,442.9,2,2.29,0.29,6313,0
ORD0005,2026-04-27 16:22:31,West,Road,167.6,670.4,2,1.52,-0.48,8398,1
ORD0299,2026-04-28 05:48:21,South,Road,514.7,802.8,5,4.37,-0.63,19210,1
ORD0136,2026-04-28 08:52:14,West,Road,150.6,672.0,4,2.88,-1.12,6869,1
ORD0449,2026-04-28 11:10:35,West,Road,195.6,1045.6,3,2.79,-0.21,11053,1
ORD0084,2026-04-28 14:47:03,West,Rail,459.5,712.7,4,3.71,-0.29,18098,1
ORD0429,2026-04-28 16:07:14,South,Air,239.0,720.1,3,2.04,-0.96,18186,1
ORD0494,2026-04-28 23:10:57,South,Rail,87.1,601.7,4,2.92,-1.08,8290,1
ORD0149,2026-04-29 10:13:28,South,Road,22.8,392.8,2,1.61,-0.39,4184,1
ORD0343,2026-04-29 13:58:54,North,Rail,400.1,1199.5,5,4.31,-0.69,12378,1
ORD0155,2026-04-29 17:40:38,North,Air,189.7,512.6,3,2.06,-0.94,13684,1
ORD0260,2026-04-29 22:03:41,South,Rail,370.9,760.5,4,3.74,-0.26,15612,1
ORD0460,2026-04-30 10:46:08,West,Road,304.2,465.2,3,2.62,-0.38,10269,1
ORD0167,2026-04-30 15:21:08,North,Road,51.7,440.4,2,1.78,-0.22,3212,1
ORD0434,2026-05-01 09:44:52,North,Road,38.0,1020.2,3,1.76,-1.24,4188,1
ORD0184,2026-05-01 10:22:04,East,Rail,103.6,891.7,3,2.66,-0.34,5557,1
ORD0328,2026-05-01 14:59:18,South,Road,56.2,882.2,3,1.57,-1.43,3758,1
ORD0094,2026-05-02 08:15:13,East,Road,147.6,259.1,3,2.25,-0.75,8731,1
ORD0140,2026-05-02 12:35:46,North,Road,460.9,457.5,5,4.2,-0.8,13024,1
ORD0220,2026-05-02 15:54:59,South,Road,114.9,851.8,3,2.32,-0.68,9521,1
ORD0404,2026-05-02 19:23:47,West,Air,157.1,112.0,3,2.55,-0.45,10343,1
ORD0017,2026-05-02 20:07:30,East,Road,175.4,890.1,4,3.02,-0.98,8963,1
ORD0296,2026-05-03 15:11:51,North,Road,158.0,601.3,3,2.15,-0.85,7585,1
ORD0290,2026-05-03 19:36:57,North,Road,86.1,655.8,3,2.91,-0.09,6191,1
ORD0428,2026-05-03 22:04:28,East,Air,265.9,606.7,3,2.06,-0.94,15415,1
ORD0037,2026-05-04 04:14:50,East,Road,197.1,495.1,4,2.37,-1.63,8099,1
ORD0496,2026-05-04 15:32:32,East,Road,86.8,663.4,3,2.76,-0.24,5400,1
ORD0329,2026-05-04 20:23:15,East,Road,232.1,489.7,6,4.69,-1.31,6644,1
ORD0185,2026-05-05 07:09:38,South,Road,146.0,549.6,4,3.25,-0.75,7590,1
ORD0129,2026-05-05 20:51:18,West,Road,134.3,336.1,2,1.73,-0.27,8688,1
ORD0050,2026-05-06 01:19:50,North,Road,127.3,676.2,3,2.03,-0.97,5259,1
ORD0374,2026-05-06 20:32:55,South,Road,387.7,459.1,4,3.4,-0.6,11548,1
ORD0458,2026-05-07 03:08:07,West,Road,186.7,469.3,3,2.8,-0.2,7656,1
ORD0083,2026-05-07 16:34:57,South,Road,360.3,777.4,5,3.58,-1.42,15482,1
ORD0060,2026-05-07 20:10:14,East,Road,128.7,882.7,4,3.71,-0.29,8726,1
ORD0104,2026-05-08 00:13:59,North,Road,48.5,940.1,3,2.0,-1.0,5567,1
ORD0058,2026-05-08 00:40:52,East,Air,40.1,1217.5,3,2.14,-0.86,8621,1
ORD0479,2026-05-08 07:25:18,South,Road,59.8,637.0,2,2.12,0.12,3260,0
ORD0385,2026-05-08 08:08:29,East,Rail,222.7,747.5,4,3.37,-0.63,12714,1
ORD0122,2026-05-08 08:12:28,West,Road,397.8,256.4,4,3.37,-0.63,11830,1
ORD0052,2026-05-08 19:06:39,North,Road,53.8,301.4,3,1.88,-1.12,4407,1
ORD0370,2026-05-09 04:52:18,North,Road,360.4,494.0,4,2.98,-1.02,12199,1
ORD0147,2026-05-09 15:22:16,East,Road,198.4,623.4,3,2.42,-0.58,8841,1
ORD0232,2026-05-10 07:06:40,West,Road,243.0,767.4,4,2.73,-1.27,11144,1
ORD0066,2026-05-10 10:42:01,North,Road,159.3,590.2,3,2.57,-0.43,10696,1
ORD0195,2026-05-10 21:04:36,East,Road,103.3,528.0,4,2.95,-1.05,5820,1
ORD0459,2026-05-11 12:06:52,North,Road,454.4,586.7,4,3.6,-0.4,17150,1
ORD0388,2026-05-11 21:49:12,North,Rail,360.4,941.1,4,3.12,-0.88,17036,1
ORD0435,2026-05-12 02:10:37,South,Road,147.3,628.8,4,2.76,-1.24,4246,1
ORD0146,2026-05-12 05:04:57,East,Road,90.0,482.2,3,2.17,-0.83,5845,1
ORD0164,2026-05-12 17:10:58,West,Rail,271.0,965.1,4,3.33,-0.67,9949,1
ORD0072,2026-05-12 20:32:46,North,Road,577.9,829.4,5,4.61,-0.39,22689,1
ORD0212,2026-05-13 11:23:41,East,Road,149.3,791.4,4,2.82,-1.18,6826,1
ORD0392,2026-05-13 18:36:01,East,Road,50.9,1016.5,2,1.53,-0.47,7290,1
ORD0249,2026-05-14 02:49:22,South,Road,136.2,488.5,3,2.81,-0.19,4767,1
ORD0277,2026-05-14 04:11:45,East,Air,119.7,203.2,2,1.57,-0.43,7539,1
ORD0464,2026-05-14 08:18:42,West,Road,177.6,524.9,4,3.18,-0.82,11755,1
ORD0173,2026-05-14 09:28:57,North,Road,156.1,557.4,4,2.82,-1.18,5039,1
ORD0359,2026-05-14 10:44:27,South,Road,296.2,776.1,4,3.1,-0.9,14539,1
ORD0437,2026-05-14 11:29:31,North,Road,474.5,679.2,4,3.16,-0.84,19706,1
ORD0492,2026-05-15 10:46:50,West,Road,404.7,639.3,5,4.13,-0.87,13902,1
ORD0131,2026-05-15 21:21:27,West,Road,84.8,661.6,3,2.13,-0.87,4730,1
ORD0189,2026-05-15 21:53:52,North,Road,23.4,1082.8,2,1.05,-0.95,3999,1
ORD0295,2026-05-16 15:01:10,North,Rail,145.3,745.9,3,2.7,-0.3,10225,1
ORD0071,2026-05-17 09:58:51,South,Road,214.3,566.9,4,2.83,-1.17,10460,1
ORD0225,2026-05-17 20:03:05,South,Road,231.1,662.3,4,2.35,-1.65,9133,1
ORD0203,2026-05-18 06:11:43,North,Rail,243.8,587.4,4,3.4,-0.6,10752,1
ORD0051,2026-05-18 07:21:23,North,Road,64.5,850.1,2,1.5,-0.5,8051,1
ORD0152,2026-05-18 20:20:49,West,Road,225.0,559.9,3,2.45,-0.55,10233,1
ORD0039,2026-05-18 22:50:17,East,Air,338.6,673.0,3,2.72,-0.28,15520,1
ORD0342,2026-05-21 02:44:38,East,Road,146.5,740.8,4,2.8,-1.2,8096,1
ORD0244,2026-05-22 03:33:46,South,Air,127.0,738.2,2,1.38,-0.62,13195,1
ORD0472,2026-05-22 16:00:32,South,Road,181.7,954.5,3,2.35,-0.65,7748,1
ORD0293,2026-05-22 19:43:50,East,Air,315.0,492.1,3,2.48,-0.52,14651,1
ORD0197,2026-05-22 22:00:06,West,Road,188.5,798.2,5,3.52,-1.48,10790,1
ORD0405,2026-05-23 20:54:56,North,Road,271.2,654.6,4,2.74,-1.26,9115,1
ORD0317,2026-05-24 15:57:54,East,Air,141.7,513.0,2,1.43,-0.57,9433,1
ORD0254,2026-05-24 16:25:25,South,Road,235.9,691.7,3,2.4,-0.6,12808,1
ORD0217,2026-05-24 16:53:47,East,Rail,98.4,610.8,4,2.97,-1.03,7218,1
ORD0012,2026-05-24 21:44:55,West,Road,135.8,660.3,3,2.14,-0.86,6544,1
ORD0369,2026-05-25 17:07:27,East,Air,226.4,851.6,2,1.96,-0.04,17437,1
ORD0314,2026-05-26 09:22:13,West,Road,368.5,586.2,3,2.45,-0.55,15659,1
ORD0445,2026-05-26 14:27:11,South,Road,45.0,798.2,2,1.52,-0.48,5352,1
ORD0243,2026-05-26 21:21:11,East,Road,238.5,610.9,4,3.64,-0.36,8110,1
ORD0044,2026-05-27 09:30:37,North,Rail,401.3,473.6,4,3.0,-1.0,14384,1
ORD0303,2026-05-27 20:43:13,East,Road,438.2,355.3,6,4.82,-1.18,12870,1
ORD0450,2026-05-28 01:43:55,West,Rail,91.5,635.3,3,2.48,-0.52,8943,1
ORD0137,2026-05-28 05:07:22,South,Road,108.4,921.3,3,2.92,-0.08,7767,1
ORD0168,2026-05-28 05:54:54,East,Road,28.3,662.1,3,1.95,-1.05,8918,1
ORD0456,2026-05-28 16:46:26,East,Air,238.6,887.9,3,2.04,-0.96,11098,1
ORD0171,2026-05-28 18:22:56,East,Road,650.0,852.9,5,4.74,-0.26,23012,1
ORD0219,2026-05-28 22:52:27,North,Rail,265.9,667.6,5,3.77,-1.23,10801,1
ORD0172,2026-05-29 02:42:12,North,Road,178.3,664.7,3,2.31,-0.69,11277,1
ORD0076,2026-05-29 14:30:20,South,Air,102.4,872.0,3,2.68,-0.32,12421,1
ORD0145,2026-05-29 23:31:50,West,Road,172.2,411.6,3,1.78,-1.22,7110,1
ORD0354,2026-05-30 23:02:08,North,Air,182.3,498.8,2,1.68,-0.32,8544,1
ORD0330,2026-05-31 06:53:28,North,Road,163.7,709.4,2,1.69,-0.31,8584,1
ORD0261,2026-05-31 17:25:04,North,Road,170.6,567.9,3,2.36,-0.64,6349,1
ORD0332,2026-06-01 03:46:47,North,Road,86.8,923.3,2,1.25,-0.75,9847,1
ORD0408,2026-06-01 04:35:59,West,Road,255.6,799.5,3,2.63,-0.37,10150,1
ORD0159,2026-06-01 07:14:42,South,Road,132.0,827.9,4,3.18,-0.82,9399,1
ORD0241,2026-06-01 09:52:38,West,Road,309.9,596.3,3,3.08,0.08,11942,0
ORD0080,2026-06-02 15:07:57,North,Air,650.0,502.2,4,4.4,0.4,26945,0
ORD0348,2026-06-03 02:29:35,West,Road,134.6,930.4,3,1.82,-1.18,7939,1
ORD0042,2026-06-03 03:17:35,South,Road,39.2,540.4,3,2.45,-0.55,2636,1
ORD0040,2026-06-03 05:08:43,South,Air,163.3,678.5,3,3.08,0.08,14602,0
ORD0364,2026-06-03 17:14:48,West,Road,75.8,848.2,2,1.25,-0.75,4585,1
ORD0441,2026-06-04 02:00:15,North,Road,96.4,558.4,2,1.72,-0.28,5079,1
ORD0007,2026-06-04 02:38:12,East,Rail,142.3,818.9,3,3.35,0.35,11317,0
ORD0398,2026-06-04 16:19:46,North,Rail,344.7,270.5,4,3.49,-0.51,10146,1
ORD0086,2026-06-04 23:06:41,North,Air,160.2,773.4,2,1.32,-0.68,11615,1
ORD0335,2026-06-05 21:40:33,North,Air,190.6,488.5,3,2.44,-0.56,11480,1
ORD0078,2026-06-06 00:24:14,East,Road,299.3,423.2,4,3.13,-0.87,10933,1
ORD0234,2026-06-07 00:40:58,East,Road,272.8,119.8,5,4.03,-0.97,10279,1
ORD0032,2026-06-07 02:05:48,North,Air,183.2,1051.4,3,2.43,-0.57,14609,1
ORD0256,2026-06-07 08:44:15,West,Air,191.3,334.4,2,1.72,-0.28,12715,1
ORD0487,2026-06-07 19:38:22,North,Rail,66.4,474.2,3,1.96,-1.04,7116,1
ORD0489,2026-06-07 23:32:38,East,Road,132.9,591.8,3,2.45,-0.55,9347,1
ORD0410,2026-06-08 10:52:39,South,Road,340.0,859.2,4,3.45,-0.55,13440,1
ORD0196,2026-06-08 23:56:06,East,Road,133.5,900.4,4,2.64,-1.36,8067,1
ORD0179,2026-06-09 03:37:44,West,Road,166.9,623.7,3,2.48,-0.52,10934,1
ORD0021,2026-06-11 11:56:07,South,Road,387.6,429.7,5,3.73,-1.27,12839,1
ORD0357,2026-06-12 00:09:19,East,Rail,338.9,717.7,5,4.26,-0.74,14772,1
ORD0210,2026-06-12 01:40:57,East,Road,249.8,572.0,4,3.37,-0.63,10215,1
ORD0297,2026-06-12 04:22:18,South,Road,153.5,346.5,4,3.06,-0.94,7358,1
ORD0499,2026-06-12 07:41:30,West,Road,168.8,894.5,3,2.53,-0.47,7807,1
ORD0310,2026-06-12 14:44:48,West,Rail,493.7,467.0,5,4.34,-0.66,16067,1
ORD0377,2026-06-12 15:53:23,North,Road,383.3,455.2,3,3.28,0.28,15562,0
ORD0087,2026-06-13 02:14:21,North,Road,211.8,880.1,3,2.1,-0.9,4974,1
ORD0368,2026-06-14 00:22:07,South,Road,68.3,644.1,2,1.8,-0.2,5241,1
ORD0124,2026-06-14 06:43:40,South,Air,244.1,432.0,2,1.78,-0.22,12178,1
ORD0389,2026-06-16 07:21:06,South,Road,205.3,241.6,4,2.97,-1.03,7765,1
ORD0245,2026-06-16 10:55:04,West,Air,84.5,631.4,2,1.25,-0.75,10079,1
ORD0247,2026-06-16 22:01:08,North,Rail,23.7,477.0,3,2.64,-0.36,8666,1
ORD0490,2026-06-17 06:54:57,East,Road,283.3,828.7,5,4.11,-0.89,11255,1
ORD0416,2026-06-17 16:29:51,East,Air,67.9,334.2,3,2.0,-1.0,8227,1
ORD0206,2026-06-17 22:55:46,West,Road,20.0,236.4,3,2.38,-0.62,2831,1
ORD0010,2026-06-18 19:43:06,East,Rail,97.3,736.4,4,2.52,-1.48,7090,1
ORD0302,2026-06-18 23:51:15,South,Road,522.6,671.1,5,4.81,-0.19,16672,1
ORD0133,2026-06-19 04:09:15,North,Road,258.6,792.1,4,3.7,-0.3,12444,1
ORD0216,2026-06-19 11:46:35,East,Road,37.4,738.4,3,2.75,-0.25,7752,1
ORD0470,2026-06-19 13:31:11,West,Road,205.8,359.2,4,3.28,-0.72,8394,1
ORD0257,2026-06-19 17:39:35,West,Air,53.7,967.2,1,1.31,0.31,9239,0
ORD0484,2026-06-20 07:58:15,West,Road,288.7,376.2,3,2.16,-0.84,11199,1
ORD0442,2026-06-20 10:29:38,East,Air,47.6,374.2,3,1.99,-1.01,7014,1
ORD0211,2026-06-20 15:35:08,West,Road,362.3,100.0,4,3.28,-0.72,9351,1
ORD0331,2026-06-20 21:22:40,North,Rail,92.9,272.5,3,2.4,-0.6,4920,1
ORD0001,2026-06-21 07:40:22,South,Road,38.8,538.6,3,2.78,-0.22,2832,1
ORD0014,2026-06-21 22:27:47,South,Road,248.7,966.0,4,3.0,-1.0,11227,1
ORD0029,2026-06-22 01:07:23,West,Air,482.5,1133.5,3,3.25,0.25,20690,0
ORD0165,2026-06-22 05:48:48,East,Air,315.2,327.8,4,3.17,-0.83,16092,1
ORD0418,2026-06-22 21:05:51,East,Air,478.3,852.8,5,3.53,-1.47,23747,1
ORD0471,2026-06-23 00:18:30,South,Air,63.0,734.6,2,1.54,-0.46,6230,1
ORD0054,2026-06-23 01:46:42,East,Road,162.3,760.8,2,1.94,-0.06,7387,1
ORD0422,2026-06-23 04:07:18,North,Rail,355.2,100.0,3,2.61,-0.39,10809,1
ORD0421,2026-06-24 23:40:05,West,Road,176.8,639.4,3,2.87,-0.13,12644,1
ORD0399,2026-06-25 04:00:15,North,Rail,265.0,794.4,4,3.8,-0.2,13433,1
ORD0138,2026-06-25 11:20:18,West,Air,49.6,365.8,2,1.33,-0.67,10227,1
ORD0034,2026-06-25 12:51:36,East,Road,35.0,521.5,4,2.51,-1.49,3443,1
ORD0270,2026-06-26 18:05:24,North,Rail,468.4,620.8,5,4.92,-0.08,18927,1
ORD0049,2026-06-26 18:09:47,South,Road,281.9,705.9,5,4.27,-0.73,13111,1
ORD0355,2026-06-27 12:24:33,South,Air,45.9,394.2,2,1.39,-0.61,10766,1
ORD0062,2026-06-27 14:47:31,North,Road,131.5,711.2,4,2.8,-1.2,8666,1
ORD0002,2026-06-27 16:13:39,South,Rail,279.9,223.2,3,2.86,-0.14,10240,1
ORD0073,2026-06-27 18:21:47,South,Road,151.4,862.3,3,2.73,-0.27,7279,1
ORD0271,2026-06-28 11:37:20,South,Road,221.4,262.2,3,2.61,-0.39,10761,1
ORD0120,2026-06-28 11:56:43,North,Road,228.2,637.4,2,2.36,0.36,10082,0
ORD0288,2026-06-28 12:01:56,South,Road,328.0,462.3,5,4.44,-0.56,12173,1
ORD0218,2026-06-28 19:00:59,West,Road,331.1,1063.9,5,4.23,-0.77,14261,1
ORD0188,2026-06-28 20:28:22,South,Road,176.1,538.5,2,2.16,0.16,8009,0
ORD0360,2026-06-29 06:03:48,East,Road,100.6,898.4,3,2.24,-0.76,3782,1
